,loss,iou_score,f1_score,arch,encoder,title,sparsity,dataset
0,0.7457304583354429,0.6818024461919611,0.7935744645920667,unet++,mobilenet_v2,unet++_mobilenet_v2_CCSC_,0.5,CCSC
