,loss,iou_score,f1_score,arch,encoder,title,sparsity,dataset
0,0.8243145265362479,0.6561931297183037,0.7732529992407019,unet++,mobilenet_v2,unet++_mobilenet_v2_CCSC_,0.9,CCSC
