,loss,iou_score,f1_score,arch,encoder,title,sparsity,dataset
0,0.7174253517931158,0.6928556446324695,0.7994235652414236,manet,mobilenet_v2,manet_mobilenet_v2_CCSC_,0.5,CCSC
