,loss,iou_score,f1_score,arch,encoder,title,sparsity,dataset
0,0.5971651917154138,0.7738795185630972,0.862377249381759,fpn,mobilenet_v2,fpn_mobilenet_v2_CCSC_,0.2,CCSC
