,loss,iou_score,f1_score,arch,encoder,title,sparsity,dataset
0,0.5963564054532484,0.7724381698803469,0.8624421561306174,fpn,mobilenet_v2,fpn_mobilenet_v2_CCSC_,0,CCSC
